school_name,url_address,address,postal_code,telephone_no,telephone_no_2,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,sixth_vp_name,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code,onemap_query,SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,LONGTITUDE
TEMASEK PRIMARY SCHOOL,http://www.temasekpri.moe.edu.sg,501  BEDOK SOUTH AVE 3,469300,64438134,na,64495871,na,temasek_ps@moe.edu.sg,Tanah Merah MRT,"229, 10, 14, 13, 48, 43, 506",MDM ANG GEK LENG ALISON AMANDA,MDM HASLINDAH BTE BAHROM,NULL,NULL,NULL,NULL,NULL,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,TEMASEK PRIMARY SCHOOL,TEMASEK PRIMARY SCHOOL,501,BEDOK SOUTH AVENUE 3,TEMASEK PRIMARY SCHOOL,501 BEDOK SOUTH AVENUE 3 TEMASEK PRIMARY SCHOOL SINGAPORE 469300,469300,40494.7969370941,33331.1191061512,1.31770677551333,103.945590669163,103.945590669163
TEMASEK SECONDARY SCHOOL,https://temaseksec.moe.edu.sg,600  UPPER EAST COAST ROAD,465561,64495020,na,64491450,na,temasek_ss@moe.edu.sg,"BEDOK MRT, TANAH MERAH MRT","10, 10E, 13, 14, 25, 43, 46, 55, 137, 229, 506, 531, 853",MS LEAH AW,MR PONG WEN LONG,MR TAY MENG KIAT,NULL,NULL,NULL,NULL,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil,TEMASEK SECONDARY SCHOOL,TEMASEK SECONDARY SCHOOL,600,UPPER EAST COAST ROAD,TEMASEK SECONDARY SCHOOL,600 UPPER EAST COAST ROAD TEMASEK SECONDARY SCHOOL SINGAPORE 465561,465561,40714.4313851139,33133.1948234718,1.31591673150616,103.947564112022,103.947564112022
TOWNSVILLE PRIMARY SCHOOL,http://www.townsvillepri.moe.edu.sg/,3    ANG MO KIO AVE 10,569730,64574345,na,64570141,na,TOWNSVILLEPS@MOE.EDU.SG,"Bishan MRT, Ang Mo Kio MRT Stations","45, 50, 55, 261, 548, 22, 24, 128, 135, 159, 162, 162M, 262, 853",MR TAN BOON HONG VICTOR,MDM LYNETTE FERNANDEZ,NULL,NULL,NULL,NULL,NULL,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,TOWNSVILLE PRIMARY SCHOOL,TOWNSVILLE PRIMARY SCHOOL,3,ANG MO KIO AVENUE 10,TOWNSVILLE PRIMARY SCHOOL,3 ANG MO KIO AVENUE 10 TOWNSVILLE PRIMARY SCHOOL SINGAPORE 569730,569730,30282.242298523,38011.0245356523,1.36003263746623,103.853826048327,103.853826048327
UNITY PRIMARY SCHOOL,http://www.unitypri.moe.edu.sg,21   CHOA CHU KANG CRESCENT,688268,67676750,na,67676751,na,UNITY_PS@MOE.EDU.SG,Yew Tee MRT,TIBs 302,MRS LEE-KOH SIEW CHENG,MR KOH PENG YEOW,MDM LEE SUET FONG,NULL,NULL,NULL,NULL,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,na,UNITY PRIMARY SCHOOL,UNITY PRIMARY SCHOOL,21,CHOA CHU KANG CRESCENT,UNITY PRIMARY SCHOOL,21 CHOA CHU KANG CRESCENT UNITY PRIMARY SCHOOL SINGAPORE 688268,688268,18374.1775784306,42746.2521210518,1.40285481877246,103.746822625758,103.746822625758
UNITY SECONDARY SCHOOL,http://www.unitysec.moe.edu.sg,20   CHOA CHU KANG STREET 62,689143,67671070,na,67654189,na,UNITY_SS@MOE.EDU.SG,YEW TEE MRT,307,MDM AINI BTE MAAROF,MR DANIEL ONG POH SOON,MS NG TIEN NI JENNY,NULL,NULL,NULL,NULL,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,UNITY SECONDARY SCHOOL,UNITY SECONDARY SCHOOL,20,CHOA CHU KANG STREET 62,UNITY SECONDARY SCHOOL,20 CHOA CHU KANG STREET 62 UNITY SECONDARY SCHOOL SINGAPORE 689143,689143,18285.4948681137,42433.7828915138,1.40002893292855,103.746025843729,103.746025843729
VALOUR PRIMARY SCHOOL,valourpri.moe.edu.sg,49   Punggol Central,828728,62426390,na,na,na,valour_ps@moe.edu.sg,na,na,MRS CHARIS WONG,MDM TAN PIN PIN,NULL,NULL,NULL,NULL,NULL,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,na,VALOUR PRIMARY SCHOOL,VALOUR PRIMARY SCHOOL,49,PUNGGOL CENTRAL,VALOUR PRIMARY SCHOOL,49 PUNGGOL CENTRAL VALOUR PRIMARY SCHOOL SINGAPORE 828728,828728,35318.1306347065,43186.3631934691,1.40683570215319,103.899078139493,103.899078139493
VICTORIA JUNIOR COLLEGE,http://www.victoriajc.moe.edu.sg/,20   MARINE VISTA,449035,64485011,na,64438337,na,victoria_jc@moe.edu.sg,"Nearest MRT Stations:  Kembangan, Eunos","13, 16, 31, 36, 43, 48, 55, 135, 196, 196e, 197",MISS EK SOO BEN,MR GURUSHARAN SINGH S/O M SINGH,MS LEE YUN YUN GRACE,NULL,NULL,NULL,NULL,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,Yes,Chinese,Malay,Tamil,VICTORIA JUNIOR COLLEGE,VICTORIA JUNIOR COLLEGE,20,MARINE VISTA,VICTORIA JUNIOR COLLEGE,20 MARINE VISTA VICTORIA JUNIOR COLLEGE SINGAPORE 449035,449035,37644.9179267231,32114.1239029113,1.30670174177479,103.919982704149,103.919982704149
VICTORIA SCHOOL,http://www.victoria.moe.edu.sg,2    SIGLAP LINK,448880,62912965,na,64452609,na,VICTORIA_SCH@MOE.EDU.SG,"BEDOK MRT, PAYA LEBAR MRT","31, 36, 43, 47, 48, 55, 135, 155, 196, 196E, 197, 401, 853C",MR CHOW WEISI,MR TAN ENG HONG JONATHAN,MR NEO WEI CHUNG,NULL,NULL,NULL,NULL,BEDOK,EAST,GOVERNMENT SCHOOL,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,Yes,Yes,Chinese,Malay,Tamil,VICTORIA SCHOOL,VICTORIA SCHOOL,4,SIGLAP LINK,VICTORIA SCHOOL,4 SIGLAP LINK VICTORIA SCHOOL SINGAPORE 448879,448879,38559.1474527884,32291.7732675001,1.30830803913148,103.928197539607,103.928197539607
WATERWAY PRIMARY SCHOOL,https://waterwaypri.moe.edu.sg,70   Punggol Drive,828802,6636 6880,na,6315 3451,na,waterway_ps@moe.edu.sg,Kadaloor LRT Station,"50, 381",MRS WEE KWAN LIAM,MDM CHUA KIM LAN JUDY,NULL,NULL,NULL,NULL,NULL,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,WATERWAY PRIMARY SCHOOL,WATERWAY PRIMARY SCHOOL,70,PUNGGOL DRIVE,WATERWAY PRIMARY SCHOOL,70 PUNGGOL DRIVE WATERWAY PRIMARY SCHOOL SINGAPORE 828802,828802,37493.0794339096,42300.9820826855,1.39882800626578,103.918621581556,103.918621581556
WELLINGTON PRIMARY SCHOOL,http://www.wellingtonpri.moe.edu.sg,10   WELLINGTON CIRCLE,757702,67533319,na,67533765,na,WELLINGTONPS@MOE.EDU.SG,Sembawang MRT,"980, 856, 859",MR ALCANTARA ALBERT ALFRED,MS KONG YEE LOON,NULL,NULL,NULL,NULL,NULL,SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,WELLINGTON PRIMARY SCHOOL,WELLINGTON PRIMARY SCHOOL,10,WELLINGTON CIRCLE,WELLINGTON PRIMARY SCHOOL,10 WELLINGTON CIRCLE WELLINGTON PRIMARY SCHOOL SINGAPORE 757702,757702,26774.2225156762,48171.4790451899,1.45192019155475,103.822303719094,103.822303719094
WEST GROVE PRIMARY SCHOOL,http://www.westgrovepri.moe.edu.sg/,1    JURONG WEST ST 72,649223,62679234,na,62679235,na,WGPS@MOE.EDU.SG,Boon Lay MRT,"Bus 99, 242",MRS CHANDLER JAY SIVA,MDM SITI RASHIDAH BTE ABDUL RAHMAN,NULL,NULL,NULL,NULL,NULL,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,WEST GROVE PRIMARY SCHOOL,WEST GROVE PRIMARY SCHOOL,1,JURONG WEST STREET 72,WEST GROVE PRIMARY SCHOOL,1 JURONG WEST STREET 72 WEST GROVE PRIMARY SCHOOL SINGAPORE 649223,649223,13083.6706046276,36335.8187624309,1.3448790560014,103.699286360581,103.699286360581
WEST SPRING PRIMARY SCHOOL,http://www.westspringpri.moe.edu.sg,60   Bukit Panjang Ring Road,679946,63144192,na,na,63140648,westspring_ps@moe.edu.sg,Jelapang LRT,"920, 922",MR WILLY TAN NGUAN PENG,MDM KUM LAI MENG,MR SIM KOOI SUEN,NULL,NULL,NULL,NULL,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,WEST SPRING PRIMARY SCHOOL,WEST SPRING PRIMARY SCHOOL,60,BUKIT PANJANG RING ROAD,WEST SPRING PRIMARY SCHOOL,60 BUKIT PANJANG RING ROAD WEST SPRING PRIMARY SCHOOL SINGAPORE 679946,679946,20530.0971989501,41262.9989389312,1.38944145898943,103.766195711835,103.766195711835
WEST SPRING SECONDARY SCHOOL,http://www.westspringsec.moe.edu.sg,61   SENJA  ROAD,677737,68920369,na,68929468,na,westspringss@moe.edu.sg,"JELAPANG LRT, SENJA LRT","920, 972, 976",MR TAN CHIN ENG ADOLPHUS,MR LIM HAN SENG ANDREW,MR V SIVA KUMAR,NULL,NULL,NULL,NULL,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,WEST SPRING SECONDARY SCHOOL,WEST SPRING SECONDARY SCHOOL,61,SENJA ROAD,WEST SPRING SECONDARY SCHOOL,61 SENJA ROAD WEST SPRING SECONDARY SCHOOL SINGAPORE 677737,677737,19854.9273258867,41084.0393943992,1.38782283303782,103.760128840155,103.760128840155
WEST VIEW PRIMARY SCHOOL,http://www.westviewpri.moe.edu.sg,31   SENJA ROAD,677742,67600178,na,67600147,na,wvps@moe.edu.sg,"Bukit Panjang MRT, SENJA LRT (A13)","170,171,176,178,180,000,000,000,000,000",MR EDDIE FOO CHIT CHEONG,MDM LAI SEOW POH,NULL,NULL,NULL,NULL,NULL,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,WEST VIEW PRIMARY SCHOOL,WEST VIEW PRIMARY SCHOOL,31,SENJA ROAD,WEST VIEW PRIMARY SCHOOL,31 SENJA ROAD WEST VIEW PRIMARY SCHOOL SINGAPORE 677742,677742,19867.3321747258,40625.4829824362,1.3836758200336,103.760240434318,103.760240434318
WESTWOOD PRIMARY SCHOOL,http://www.westwoodpri.moe.edu.sg,1    Jurong West Street 73,649188,64121690,na,67945084,na,westwood_ps@moe.edu.sg,Boon Lay MRT Station,"181, 502 & 243",MR MAH SENG THONG ANDREW,MRS RUTH TAI MEI FEN,MR LOW MIN CHYE,NULL,NULL,NULL,NULL,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,WESTWOOD PRIMARY SCHOOL,WESTWOOD PRIMARY SCHOOL,1,JURONG WEST STREET 73,WESTWOOD PRIMARY SCHOOL,1 JURONG WEST STREET 73 WESTWOOD PRIMARY SCHOOL SINGAPORE 649188,649188,13222.5567915821,36590.7433790993,1.34718456606375,103.70053420978,103.70053420978
WESTWOOD SECONDARY SCHOOL,http://www.westwoodsec.moe.edu.sg,11   JURONG WEST STREET 25,648350,67929737,na,67929738,na,WESTWOOD_SS@MOE.EDU.SG,BOON LAY MRT,"172, 181, 181M, 185, 199, 405, 974",MR ABDUL HARRIS B SUMARDI,MISS TAN MING MING,NULL,NULL,NULL,NULL,NULL,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,WESTWOOD SECONDARY SCHOOL,WESTWOOD SECONDARY SCHOOL,11,JURONG WEST STREET 25,WESTWOOD SECONDARY SCHOOL,11 JURONG WEST STREET 25 WESTWOOD SECONDARY SCHOOL SINGAPORE 648350,648350,13360.360080882,37315.2708597258,1.35373698510994,103.701772102139,103.701772102139
WHITE SANDS PRIMARY SCHOOL,http://www.whitesandspri.moe.edu.sg,2    PASIR RIS ST 11,519075,69229100,na,65815013,na,wsps@moe.edu.sg,Pasir Ris MRT Station,"12, 17, 21, 39, 53, 81, 518, 109",MDM WONG LIN LIN AUDREY,MDM GOH SWEE LIN EVELYN,MS REZINA KHAN D/O ABDUL RAHIM,NULL,NULL,NULL,NULL,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,WHITE SANDS PRIMARY SCHOOL,WHITE SANDS PRIMARY SCHOOL,2,PASIR RIS STREET 11,WHITE SANDS PRIMARY SCHOOL,2 PASIR RIS STREET 11 WHITE SANDS PRIMARY SCHOOL SINGAPORE 519075,519075,42200.4040547684,38622.2636750303,1.36555714668553,103.960918869319,103.960918869319
WHITLEY SECONDARY SCHOOL,http://www.whitleysec.moe.edu.sg,30   BISHAN STREET 24,579747,64561336,na,64591330,na,WHITLEY_SS@MOE.EDU.SG,"BISHAN MRT, MARYMOUNT MRT","13, 52, 54, 74, 74E, 88, 162, 162M,  588, 410, 851, 852",MDM S SAROJA,MR TYEBALLY AZIZ,MR KANG LENG KHIM VINCENT,NULL,NULL,NULL,NULL,BISHAN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,WHITLEY SECONDARY SCHOOL,WHITLEY SECONDARY SCHOOL,30,BISHAN STREET 24,WHITLEY SECONDARY SCHOOL,30 BISHAN STREET 24 WHITLEY SECONDARY SCHOOL SINGAPORE 579747,579747,29027.6163034551,37460.2926999275,1.35505208480649,103.842552378136,103.842552378136
WOODGROVE PRIMARY SCHOOL,http://www.woodgrovepri.moe.edu.sg/,2    WOODLANDS DRIVE 14,738079,68943371,na,68943372,na,WOODGROVE_PS@MOE.EDU.SG,Woodlands MRT Station,901,MS ADELINE TAN WEE KIAW,MRS AHKEELA JULIA EDISON,DR. NG SIEW HIANG SALLY,NULL,NULL,NULL,NULL,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,WOODGROVE PRIMARY SCHOOL,WOODGROVE PRIMARY SCHOOL,2,WOODLANDS DRIVE 14,WOODGROVE PRIMARY SCHOOL,2 WOODLANDS DRIVE 14 WOODGROVE PRIMARY SCHOOL SINGAPORE 738079,738079,23246.5605064044,46090.8542425744,1.43310340168966,103.790604437613,103.790604437613
WOODGROVE SECONDARY SCHOOL,https://woodgrovesec.moe.edu.sg/,3    WOODLANDS AVENUE 6,738990,68932564,na,68934458,na,woodgrove_ss@moe.edu.sg,"WOODLANDS MRT, WOODLANDS SOUTH MRT","901, 901M",MR CHUA CHOR HUAT,MR TAN BOON CHENG,MISS FOO SIEW YONG,NULL,NULL,NULL,NULL,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,WOODGROVE SECONDARY SCHOOL,WOODGROVE SECONDARY SCHOOL,3,WOODLANDS AVENUE 6,WOODGROVE SECONDARY SCHOOL,3 WOODLANDS AVENUE 6 WOODGROVE SECONDARY SCHOOL SINGAPORE 738990,738990,23852.2922348054,45561.7290254179,1.42831828137013,103.79604758539,103.79604758539
WOODLANDS PRIMARY SCHOOL,http://www.woodlandspri.moe.edu.sg,10   WOODLANDS DRIVE 50,738853,62697410,na,63671165,na,wdp@moe.edu.sg,Woodlands,912 & 912E,MISS KUCK LI LIAN LILLIAN,MDM WONG YEN LING,MDM KOMATHI D/O GOVINDASAMY,NULL,NULL,NULL,NULL,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,WOODLANDS PRIMARY SCHOOL,WOODLANDS PRIMARY SCHOOL,10,WOODLANDS DRIVE 50,WOODLANDS PRIMARY SCHOOL,10 WOODLANDS DRIVE 50 WOODLANDS PRIMARY SCHOOL SINGAPORE 738853,738853,23354.0808293354,46472.0799515136,1.43655108594232,103.791570546509,103.791570546509
WOODLANDS RING PRIMARY SCHOOL,HTTP://www.woodlandsringpri.moe.edu.sg,11   WOODLANDS RING ROAD,738240,63643679,na,63643490,na,WRPS@MOE.EDU.SG,Admiralty MRT Station,912,MISS GEETHA D/O DORAISAMY,"MR BOH CHEK KEOW, THOMAS",NULL,NULL,NULL,NULL,NULL,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,WOODLANDS RING PRIMARY SCHOOL,WOODLANDS RING PRIMARY SCHOOL,11,WOODLANDS RING ROAD,WOODLANDS RING PRIMARY SCHOOL,11 WOODLANDS RING ROAD WOODLANDS RING PRIMARY SCHOOL SINGAPORE 738240,738240,24006.7839585366,46295.2823582534,1.43495229315857,103.797435733144,103.797435733144
WOODLANDS RING SECONDARY SCHOOL,http://www.woodlandsringsec.moe.edu.sg,10   WOODLANDS RING ROAD,738239,63643712,na,63643713,na,wrss@moe.edu.sg,ADMIRALTY MRT,912,MDM NG SIEW BEE,MDM NUR HIDAYANI IBRAHIM,MDM KOMATHI D/O P KESAVAN,NULL,NULL,NULL,NULL,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,WOODLANDS RING SECONDARY SCHOOL,WOODLANDS RING SECONDARY SCHOOL,10,WOODLANDS RING ROAD,WOODLANDS RING SECONDARY SCHOOL,10 WOODLANDS RING ROAD WOODLANDS RING SECONDARY SCHOOL SINGAPORE 738239,738239,24308.6728630271,46465.1933193207,1.43648894729939,103.800148469692,103.800148469692
WOODLANDS SECONDARY SCHOOL,http://www.woodlandssec.moe.edu.sg,11   MARSILING ROAD,739111,68494400,na,62691774,na,wdl_ss@moe.edu.sg,"MARSILING MRT, WOODLANDS MRT","913, 913M, 913T, 178, 856, 903",MDM TAN YANG FERN,MDM MASAYU BINTE MAHMUD,MR CHEN BING HONG,NULL,NULL,NULL,NULL,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,WOODLANDS SECONDARY SCHOOL,WOODLANDS SECONDARY SCHOOL,11,MARSILING ROAD,WOODLANDS SECONDARY SCHOOL,11 MARSILING ROAD WOODLANDS SECONDARY SCHOOL SINGAPORE 739111,739111,21464.012295193,46756.7632628027,1.43912528141356,103.774586410437,103.774586410437
XINGHUA PRIMARY SCHOOL,http://www.xinghuapri.moe.edu.sg,45   HOUGANG AVENUE 1,538882,62889121,na,62838831,na,XINGHUA_PS@MOE.EDU.SG,Kovan MRT Station,"Bus services 53, 62, 112, 113, 115",MR CHEW MUN WAI,MR CHONG CHOONG HIAN,NULL,NULL,NULL,NULL,NULL,HOUGANG,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,XINGHUA PRIMARY SCHOOL,XINGHUA PRIMARY SCHOOL,45,HOUGANG AVENUE 1,XINGHUA PRIMARY SCHOOL,45 HOUGANG AVENUE 1 XINGHUA PRIMARY SCHOOL SINGAPORE 538882,538882,34360.61483486,37776.2619072273,1.35790893589535,103.890472887906,103.890472887906
XINGNAN PRIMARY SCHOOL,http://www.xingnanpri.moe.edu.sg,5    JURONG WEST STREET 91,649036,67913679,na,67921493,na,XINGNAN_PS@MOE.EDU.SG,Pioneer MRT Station,Bus 99 & 241,MR CHAN GEOK ANN CHARLES,MDM S ANITHA,MRS ONG LAY KHIM,NULL,NULL,NULL,NULL,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,XINGNAN PRIMARY SCHOOL,XINGNAN PRIMARY SCHOOL,5,JURONG WEST STREET 91,XINGNAN PRIMARY SCHOOL,5 JURONG WEST STREET 91 XINGNAN PRIMARY SCHOOL SINGAPORE 649036,649036,11822.0669615418,36078.0729275383,1.34254744877694,103.687950252103,103.687950252103
XINMIN PRIMARY SCHOOL,http://www.xinminpri.moe.edu.sg/,9    HOUGANG AVENUE 8,538784,62835479,na,62880334,na,xinmin_ps@moe.edu.sg,Nil,"74, 147, 165, 112",MDM TAN KAY LING,MR MOHAMED YAZEED BIN MOHAMED SAID,NULL,NULL,NULL,NULL,NULL,HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,XINMIN PRIMARY SCHOOL,XINMIN PRIMARY SCHOOL,9,HOUGANG AVENUE 8,XINMIN PRIMARY SCHOOL,9 HOUGANG AVENUE 8 XINMIN PRIMARY SCHOOL SINGAPORE 538784,538784,33537.9261037428,39267.5186706744,1.37139548941931,103.883080767491,103.883080767491
XINMIN SECONDARY SCHOOL,http://www.xinminsec.moe.edu.sg,11   HOUGANG AVENUE 8,538789,62889382,na,63851068,na,xinminss_email@schools.gov.sg,HOUGANG MRT,"25, 43, 43M, 55, 70, 70A, 70B, 70M, 72, 72A, 73, 73A, 74, 74E, 88, 88A, 103, 109, 109A, 112, 116, 132, 147, 159, 159A, 161, 165, 329, 660, 854, 854E",MR TAN KUO CHEANG,MDM NURAZIAN BINTE BAJURI,MDM WU DANPING,NULL,NULL,NULL,NULL,HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil,XINMIN SECONDARY SCHOOL,XINMIN SECONDARY SCHOOL,11,HOUGANG AVENUE 8,XINMIN SECONDARY SCHOOL,11 HOUGANG AVENUE 8 XINMIN SECONDARY SCHOOL SINGAPORE 538789,538789,33534.6789847175,39396.1568145063,1.37255884700002,103.88305161385,103.88305161385
XISHAN PRIMARY SCHOOL,https://www.xishanpri.moe.edu.sg/,8    YISHUN STREET 21,768611,67588837,na,67588361,na,XISHAN_PS@MOE.EDU.SG,o   Alight at Yishun MRT Station o   Take Exit C o   Walk towards Yishun Street 21,"Along Yishun Ave 2,take Bus Service 117, 169, 804, 812, 965. Alight at Blk 220. Along Yishun Ring Road,take Bus Service 1N, 800, 804, NR1. Alight at Blk 227 or 236.",MRS QUEK-SIM KIM LIANG ANNE,MISS LATHA D/O SINASAMY,NULL,NULL,NULL,NULL,NULL,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,XISHAN PRIMARY SCHOOL,XISHAN PRIMARY SCHOOL,8,YISHUN STREET 21,XISHAN PRIMARY SCHOOL,8 YISHUN STREET 21 XISHAN PRIMARY SCHOOL SINGAPORE 768611,768611,28493.7422212623,46131.5536631271,1.43347186925064,103.837755319448,103.837755319448
YANGZHENG PRIMARY SCHOOL,http://www.yangzhengpri.moe.edu.sg/,15   SERANGOON AVENUE 3,556108,62846298,na,62879778,na,YZPS@MOE.EDU.SG,Serangoon Station,"58 & 105 (Outside the school, Serangoon Ave 3) 133 & 135(Serangoon Ave 2)",MRS LIM- FOO BOON CHING,MDM NG LI YI,NULL,NULL,NULL,NULL,NULL,SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,YANGZHENG PRIMARY SCHOOL,YANGZHENG PRIMARY SCHOOL,15,SERANGOON AVENUE 3,YANGZHENG PRIMARY SCHOOL,15 SERANGOON AVENUE 3 YANGZHENG PRIMARY SCHOOL SINGAPORE 556108,556108,31925.931594234,36751.9403087255,1.34864575840923,103.868595527042,103.868595527042
YEW TEE PRIMARY SCHOOL,http://www.yewteepri.moe.edu.sg,10   CHOA CHU KANG ST 64,689100,67670027,na,67675450,na,YTPS@MOE.EDU.SG,Yew Tee MRT Station,307,MISS ANG MUI KHOONG,MDM SIM EE KOON PATRICIA,MDM TOH GUAT HWA PAULINE,NULL,NULL,NULL,NULL,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,YEW TEE PRIMARY SCHOOL,YEW TEE PRIMARY SCHOOL,10,CHOA CHU KANG STREET 64,YEW TEE PRIMARY SCHOOL,10 CHOA CHU KANG STREET 64 YEW TEE PRIMARY SCHOOL SINGAPORE 689100,689100,18837.4775282657,42072.9649468437,1.39676600905037,103.750985967346,103.750985967346
YIO CHU KANG PRIMARY SCHOOL,http://www.yiochukangpri.moe.edu.sg,1    HOUGANG STREET 51,538720,63851365,na,63855915,na,admin_yckps@moe.edu.sg,Hougang MRT Station Yio Chu Kang MRT Station,"88,101,109,159,161 and 325",MR NG AIK BOON,MR CHAN TUCK CHEONG,MDM RAMACHANDRA SUGUNA,NULL,NULL,NULL,NULL,HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,YIO CHU KANG PRIMARY SCHOOL,YIO CHU KANG PRIMARY SCHOOL,1,HOUGANG STREET 51,YIO CHU KANG PRIMARY SCHOOL,1 HOUGANG STREET 51 YIO CHU KANG PRIMARY SCHOOL SINGAPORE 538720,538720,33823.1315680202,39990.3703038469,1.37793264345276,103.885643682171,103.885643682171
